text,target,prediction
@ camairco increased flights from 70 - 100 without increasing your fleet = significant delays since the beginning of this month. # disappointing,"anger,disgust,sadness",sadness
stay angry.,"anger,anticipation,disgust,pessimism",anger
everything is a miracle. find a way to give thanks to god. don't let anyone or any circumstances take that from you. # youareblessed # rejoice,"joy,love,optimism,trust",joy
the fact that i could be in malia with billie rn but instead i'm laid in bed watching repeats of jeremy kyle is making me wanna cry : loudly _ crying _ face :,"disgust,sadness",sadness
"everyone says it's funny that no one took tyler seriously when he tried to come out of the closet, but i think it's sad.","pessimism,sadness",sadness
"@ kiranansi phew, good. as much as i like adorable cats and dogs, your snek always makes me smile.","joy,love,optimism,trust",joy
"always laugh when you can, it is cheap medicine : rolling _ on _ the _ floor _ laughing :","joy,optimism",joy
@ benmorris04 happy birthday big man : eyes : : face _ with _ tears _ of _ joy : : soccer _ ball :,joy,joy
add me on snapchat! dm me for my snapcode! # amosc # snapchat # sc # snap,,
"and we bloody got rid of gregory so we will have 2 new goalkeepers in the team, what a fantastic start to the season..","anger,anticipation,joy,optimism",joy
@ sundarpichai @ google since when did someone break # chromecast for all macbooks? pls - we # despair at days wasted trying 2 make it work again,sadness,sadness
@ realdonaldtrump maybe we can save them all from the desolate hell that i have no idea about,"anger,optimism",
my hair now matches my attitude # fiery,"joy,optimism",anger
@ wynneguglielmo : black _ heart : : black _ heart : : loudly _ crying _ face : : face _ with _ symbols _ on _ mouth : amen! hope for revenge. this person should be punished manslaughter.,"anger,disgust",
i know black people say it. but that has nothing to do with white people. it doesn't offend some black people when jayz says it : open _ hands :,anticipation,
"when i chirp, shawty, chirp back.",joy,joy
on 1 side is the concern & amp ; fear 4 our teens'safety & amp ; happiness # thathorriblesuicidegame # terrifying # sosick ( contd ),"disgust,fear,sadness",fear
"' she trapped me, but i love her'# insecure # killingme @ insecurehbo","fear,love,pessimism,sadness",
@ cnn @ cnnbrk what is the # fakenews of the day? need my # laughter to start my day. @ foxandfriends @ realdonaldtrump @ kilmeade @ petehegseth,"anticipation,joy,optimism",joy
frick! @ dalebrisby is hilarious! lovin his portrayal of a rancher picking up feed bags & amp ; climbing over the panel! : face _ with _ tears _ of _ joy : : face _ with _ tears _ of _ joy : # peedalittle # laugh,joy,joy
galaxy global eatery is terrific! like free stuff? lyft gets you here free with code oath,joy,joy
"note to self : stop going for'just 1 drink'in the week, it's never just 1. # hurting","disgust,pessimism,sadness",sadness
the irritation over chogiwa is worth it!! happy 100m views to # exo flop nugu again?!?!,"joy,optimism",joy
feeling all tuesday blah until @ sarahmakesart sent over a bunch of hilarious memes. # spreadthelove,"joy,love,optimism",joy
@ daily _ express yet he still had a better chance of winning while they were in that house.,"joy,optimism",optimism
"it is so unfair to my emotions, that all of my efforts will go so unappreciative. i've stayed down even win they didnt deserve to stay around.","anger,disgust,pessimism,sadness",
don ’ t negotiate enhanced # familyleave pay on an individual basis # unfairness # resentment # discrimination,"anger,disgust,sadness",anger
the # world and it's communities and # leaders are # laughing at # america as # trump # destroys # america with his # nonstoplies & amp ; # racism # hatred.,"anger,anticipation,disgust",anger
@ sprintcenter please turn the a / c on # dieinginhere # hot # horrible,"anger,disgust,fear",anger
"@ domholland you did brilliant on the chase. of course, you were with tucker flippin'jenkins so we were cheering like mad, but top job!","joy,love,optimism",joy
@ vueling being stuffed into shuttles and airport hotel is not equivalent to arriving in nice on time. your # squad could also # smile more : expressionless _ face :,"anger,joy,optimism",
"# ifihadallthepoweriwould - kill wasps, i'm sorry. they don't need to be here. they don't make any delicious sugary treats. they sting.","anger,disgust,joy",
i have a constant underlying worry or fear that ill start liking someone who uses the xd face,"fear,pessimism",fear
"nah i jus love carni. the best food, the best music, the best * * * * *, gr8 vibes with family & amp ; friends. pure","anticipation,joy,love,optimism",joy
"smile it never hurts anyone unless they're unhappy, laugh its spreads like the flu except its pleasant. # jabula # nje","joy,optimism",joy
these gloomy days outside have me like : smiling _ face _ with _ hearteyes : : black _ heart :,"joy,love,optimism",joy
@ capitcls it really is. and it was a normal thing a few years ago but it should've stayed in the past by now.,"anticipation,sadness",
omg i woke up without a raging headache : hugging _ face : : hugging _ face : this is gr8,"anger,anticipation,disgust,joy,optimism",
@ angelakochuba thanks for following! have a # joyful day!,"joy,love,optimism",joy
"@ dhume she did grieve in her previous tweets, what's wrong with pointing out hypocrisy? or is it hindus are not when entitled to that?","anger,disgust,pessimism,sadness",sadness
8am : : persevering _ face : 9am : : smiling _ face _ with _ smiling _ eyes : 10am : : sad _ but _ relieved _ face : 11am : : drooling _ face : 12pm : : worried _ face : 1 pm : : face _ screaming _ in _ fear : 1 : 30 pm : * dafuq mind calma te *,"joy,sadness",fear
# revenge great my indian army for killing this 3 pigs of kashmir e jihadi well done army,"anger,disgust,joy",anger
"@ comejesussoon said, “ surely the # bitterness of # death is past. ” [ 2 / 2 ]",optimism,sadness
when you try your best but you don't suceed!!! : disappointed _ face : : loudly _ crying _ face : : loudly _ crying _ face : : anxious _ face _ with _ sweat : : anxious _ face _ with _ sweat : : crying _ face : : crying _ face : # sad # alone # tears # b # bored # boredtodeath,"pessimism,sadness",sadness
@ ebonikwilliams is only matched by star jones in number of times she mentions her law degree. # foxnewsspecialists # insecure,"anticipation,disgust,fear,pessimism",disgust
"you dont even feel like talking to someone and suddenly there comes someone whom you can spend hours talking, laughing, cheering : two _ hearts :","joy,love,optimism",joy
all the bright places # movie : hundred _ points : : smiling _ face _ with _ hearteyes :,"joy,optimism",joy
"even though it is raining, sun will shine # andrewgoldman _ i @ andrewgoldman _ i # wisdom # think # philosophy # knowledge # life # happy # joy # best","joy,optimism",joy
lord... thank you. let it this be. : beaming _ face _ with _ smiling _ eyes : # excited # nervous # mixemotions,"anticipation,fear,joy,love,optimism",joy
who wants hot snapping? add me : rchar28 # nudes # snapsex # snapchat # sexting # cam # hot # trade # pics # swap # horny # chaud # pussy,"joy,love",
@ 1stripthetitles there are so many people who will never give up until justice is seen to be done. # stripthetitles,"anger,optimism",
"@ buffettsongs'life is so spicy up on bar - b - q hill..... looking good, you look so fine'# soveryfine # wow # : )","joy,optimism",joy
@ donaldjtrumpjr this is the day you lot finally admitted it. may come back to haunt you,"anger,disgust,fear,sadness",
post vacation blues are so real : pensive _ face :,"pessimism,sadness",sadness
it's irrelevant having a skinny body when you have a vile personality # bully,"anger,disgust",anger
"hi, are u feeling matter? try our today's special cloudy blue thumb with ground beef and blueberry, then you will feel irate.","anger,disgust",anger
how the jeff am i gonna cope @ kc. diagnosed myself with 3 serious illnesses this morning & amp ; spent £22 on ailments from the chemist,"anger,disgust,fear",sadness
they say money can't buy happiness... retweet this if you'd be happy with 27 million dollars.,"joy,optimism",optimism
@ tonyposnanski @ realdonaldtrump tony is so upset that hillary lost he can't get a grip on reality. snowflake.,"anger,disgust,sadness",sadness
"i'm so # awkward. when i have to have # nervous conversations, i get really # loud. i don't get it. # sigh","anger,disgust,fear,sadness",fear
@ thesocialctv was a guest at your show today.. just wanted to say what an enjoyable experience from arriving to leaving # smiling,"joy,love",joy
the one who stayed,,
"again, this q. is brought to you by my slight feelings of irritation when i see'obligated'over'obliged ', and i want to know if i'm right.","anger,anticipation",
"after 10 days of suffering from dengue, i'm finally good and going. : smiling _ face _ with _ sunglasses : # rejoice","joy,optimism",joy
pogba is too playful,"joy,love,optimism,trust",
spirit is joyful. the nature of the soul is joyful. ~ john - roger ~ # joy # soultranscendence,"joy,optimism",joy
# stitchers season 3 marathon. # freeform has some # entertaining shows.,"joy,optimism",joy
"no matter how much @ zescounitedfc lights up the forest, they end up getting lost : face _ with _ tears _ of _ joy : # zescoforest # ssbola",joy,sadness
"i was taught, there's nothing out there to # fear ; just go out there turn # dreams into # reality, use other people fears to your advantage.","fear,optimism",fear
persuade me into taking you out by using lively puns,,
"' and the angel said unto them, fear not : for, behold, i bring you good tidings of great joy, which shall be to all people.'~ luke 2 : 10","joy,love,optimism,trust",joy
@ lanethomahewitt @ emdudsco @ mrjamesob ah so that's why every time i see it i burst out with kayleigh!!!,"disgust,joy",joy
"i want my better days to be here already bc i cant handle any more anger, heartache, n disappointment i srsly cant withstand being human lol","anger,fear,joy,sadness",sadness
"i must say, the amount of low - level fighters and gatekeepers running their mouths is ridiculous. # jealousy # ufc # jonjones","anger,disgust",anger
happy birthday @ aanlightyear,"joy,love",joy
this weather is really starting to get depressing. thank god it's only 8 days till ibiza : raising _ hands _ mediumlight _ skin _ tone : : woman _ dancing _ light _ skin _ tone :,"joy,sadness",sadness
@ bhakt4ever leave it kanna. same thing happened after uri too. outrage and outrage until sept 30. anyways re.. will be out today too.,anger,anger
"its not only okay to curse, its heathy. the act of profanity is therapeutic & amp ; kind, used to burst people from a insulated bubble of # apathy.","anger,optimism,pessimism",anger
"@ jonahnro love your dogs... when i see how happy they are and my own dog, it helps me forget the crap. thank you","joy,love",joy
@ ibtsjack @ iridiscxnt no he's kind and cheerful hoho!,"joy,love,optimism",joy
jay z came out of retirement just to drop the album of the year on y'all... let that sink in. have a great day y'all : raising _ hands _ dark _ skin _ tone :,"anticipation,joy",joy
"@ ellpeck i fear that you could die by your self, that scares me. my own death not which could be any time in my age.","fear,pessimism",fear
@ ebyokeke lol.... anger is not the best defense for attack. wait what do u do when ure angry?,"anger,disgust",anger
it wasn't enough : crying _ face :,"disgust,sadness",sadness
@ amazonhelp why are you making it so hard to return a faulty item. it's not my fault that you sent out an item that doesn't work # fuming,"anger,disgust",anger
"wanting to leave this planet, listening to what gets radio - play # grim","anger,disgust,pessimism,sadness",
so what they do is act covertly and it turns out that they are aware of each other and fear punishment for wanting to destroy others.,"anger,disgust,fear",fear
i'm gunna be on # streamate tommorow. this week was busy. check out my # snapchat # shower # show on # premium # snap me # webcammodel,"anticipation,joy,optimism",joy
don't be afraid to start. be afraid not to start. # happiness,"fear,joy,optimism",optimism
i guess this is the most awkward moment...'cause i don't have anything to do so i'm literally bored!!! # bored # lonely # ugh # annoyed :'(,"anger,sadness",anger
woke up to what appears to be either a sinus or ear infection. this week is off to a great start so far.,"anger,disgust,pessimism,sadness",
tuesday night and the wine is coming out. just got home from work if that explains it. : woman _ facepalming _ light _ skin _ tone : : woman _ facepalming _ light _ skin _ tone : : woman _ facepalming _ light _ skin _ tone : : woman _ facepalming _ light _ skin _ tone : : woman _ facepalming _ light _ skin _ tone : # irritated,"anger,disgust",anger
i'm actually so incredibly happy that my soul and by body connected and i'm able to have amazing time while living on this planet. grateful : folded _ hands _ mediumlight _ skin _ tone :,"joy,love,optimism",joy
@ nualabugeye'personal freedom'to inflict unspeakable cruelty on animals for the voyeuristic pleasure of sadists and simpletons. amazing. : upsidedown _ face :,"anger,joy,optimism",
i was so confused but then my inner fujoshi was screaming and like i was trying so hard not to smile or laugh,"disgust,pessimism,sadness",
when you're on a diet and your whole family orders pizza.,"anger,disgust,sadness",
@ originalmalik2k @ youfamousenough @ anthonymuraco gg bro shouldn't have lost but it's cool,"joy,sadness",joy
you can only help those who help themselves... # irritated # thisisntmyjob,"anger,disgust",anger
@ potus possible treasonous activity by trump jr. buffet of scandals by wh. no work done so far. shameful! # treason # serious # tragedy # resign,"anger,disgust,fear,sadness",anger
"@ maisieeeh i think the ending is about despair, and about not being able to escape the system... maybe?",sadness,sadness
"i love'i'm bad ', if they can do it without baekho, i'm sure they can do it without minhyun : smiling _ face _ with _ smiling _ eyes : all is good! minhyun is good in wannaone too.","joy,love,optimism",joy
"@ impeach _ d _ trump he's still fuming over his massive failure at g19 meeting. the gravity of junior's fuckup hasn't hit him, yet.","anger,disgust",anger
shaking about your 2 bills on snapchat : grinning _ face _ with _ sweat : you're obviously new to money,"anticipation,disgust,joy",
@ amazonhelp what are you going to do to scrub my 19month old daughters eyeballs? # unacceptable # irreparableharm,"anger,disgust",anger
@ aspynovard # adorable aspyn xoxo,"joy,love,optimism",joy
@ bookingcom also never got me a replacement taxi so i was forced to get a new one and transport myself! # terrible # twohourwait # nohelp contd,"anger,disgust",anger
"he who. can suppress a moment's anger, may prevent many days'sorrow. chinese proverbs # makingmegaturkeywithmclisse","anger,joy,optimism",optimism
our guidance counselor told us to start preparing for the entrance exam in different universities and i'm so nervous and tense,fear,fear
"chuck norris enjoys hunting for rabid, vicious tigers with his cork rifle.","anger,disgust,joy",
"@ its _ kritical personally did really well, as a team we did aight too, lost to believes squad tho","joy,optimism",
it's okay sus. let that hurt go : hugging _ face : * that's me hugging ya bitter ass * : face _ with _ tears _ of _ joy : : face _ with _ tears _ of _ joy : : face _ with _ tears _ of _ joy :,"joy,love,optimism",joy
"importing shit is not new. if you want it, take the steps necessary to get it. but don't sit and pout over japan doing what it's always done",anger,anger
"@ noahwebhouse a review of my book faulted me for spending so much time on webster's introductory front matter. but i had to, # brilliant!",joy,joy
no one can provoke you. no one can make you happy or unhappy. you are the one in control.,"joy,optimism",
why hasn't my alarm gone off... : thinking _ face : : weary _ face : : alarm _ clock :,"anger,disgust,pessimism,sadness",sadness
fuck me on kik guys : alice _ b21 # xxx # hot # teen # doggy # wet # snap # nude,"anger,disgust,joy",anger
it's # nationalfrenchfryday and i'm working at mcdonald's. # frightened,"anger,disgust,fear",fear
running late being tired and having road rage is the worst combination,"anger,disgust,sadness",anger
moms - no dancing at the bus stop... you might embarrass your kid : face _ with _ tears _ of _ joy : : face _ with _ tears _ of _ joy : # luckytohaveme # momonfire # giggles,joy,joy
@ theopen @ royalbirkdale _ i'll be there with @ jimbo _ 7 cheering on @ mattfitz94 on friday - can't wait!,"anticipation,joy,optimism",joy
and all the bullshit in your live ends and nothing will bother you ever again # depression,sadness,sadness
' believe me : seasons change. feelings fade. life goes on. do me a favor : endure the late night rage of emotions. ( 1 / 2 ),"anticipation,joy,sadness",optimism
"@ raghav4india swamy's tantrums may sound perfect & amp ; apropos now, but have u ever thought how whimsical his ideas are???","anger,disgust,pessimism,sadness,surprise",
listening to @ danauerbach and watching the # eclipse at the dog park # bliss,joy,joy
never had a dull moment with u guys : two _ hearts :,"joy,love,optimism",joy
shoutout to all the pubescent girls who won't have to go through the tweeze your whole # eyebrows off phase. # socialmediasaves # bitter,"anger,sadness",anger
it's now raining and i can hear thunder growl somewhere. good day to read some more.,"joy,love,optimism",
when coming up with banal text to add to things note that'be happy'is a lot of god damn pressure! # depression # anxiety,"fear,pessimism,sadness",fear
@ harry _ styles hi h how are you? thankyou for always making me smile + being so genuinely kind! you deserve all the happiness in the world. 67. 801,"joy,love,optimism,trust",joy
@ help _ dms _ _ _ so good lunch : smiling _ face _ with _ smiling _ eyes :,"joy,optimism",joy
@ realhughjackman b e a utiful # smile always keep smiling be happy & amp ; remember me in your smiles,"joy,love,optimism",joy
a shout out to all fellow # 12step - pers. you got this! # recovery # clean,"joy,love,optimism",
am i in labor yet?? : loudly _ crying _ face : : tired _ face : # miserable,"anger,disgust,pessimism,sadness",sadness
"and this, our life, exempt from public haunt, finds tongues in trees, books in the running brooks, sermons in stones, and good in everythin …","anticipation,surprise",optimism
"working at my kitchen table, with the 3d whirring next to me. me working on some facebook - stuff, the printer on a stimpack. # bliss","joy,optimism",joy
that one nigga off twitter on,,anger
great game of tennis this one : ok _ hand _ light _ skin _ tone : : ok _ hand _ light _ skin _ tone : : tennis : # nervous,"fear,joy",fear
@ tuckercarlson was donjr target of # sting b / c # robgoldstoneemail has all conspiracy - crime elements? hrc knew b / c tied trump2russia by 6 / 16?,"anger,disgust",
"the more russia stuff i watch, the more i think clinton was setting trump up for a legal attack after she was prez.",,anger
you ordered a baby but now you want the chef to take it back # crownandcollards : rolling _ on _ the _ floor _ laughing :,"anger,disgust,sadness",joy
@ kellykelman01 you need hampden stabilisers first : rolling _ on _ the _ floor _ laughing :,,joy
happy birthday annie!!!!!!!!!! hope you have the most # best # beautiful # blessed # brilliant # balsamic # bighearted # birthday ever @ anniecarney _,"joy,love",joy
"@ virginmedia jalf of london has no internet tonight, what is going on?? # furious","anger,disgust",anger
"one of the crew talks of xer home planet, a massive sparkling world with immense moons",,
"' don't throw it near her, she's like an octopus'i'll take that as a compliment? : octopus : # jaunty","joy,optimism,trust",joy
there is much in the world to make us # afraid. there is much more in our faith to make us # unafraid.,"fear,optimism,trust",fear
"@ shandershow, love the cuz, but he takes umbrage at people who are not all eagled up.","anticipation,disgust",
# amarnathyatra atck is not # terrorism it is # hinduholocaust happening 4 last 1000 years @ narendramodi can't solve this # amarnathterrorattack,"disgust,fear,pessimism",fear
ready to start my day after practising my daily # meditation. today's focus was on # gratitude and there are so many things to be # grateful for,"joy,optimism",joy
can't sleep.. been awake for hours! still haven't come up with an answer.. # stressed # cantsleep # sotired,"fear,pessimism,sadness",sadness
ok so that was completely flat!!!! where's the chemistry? montana & amp ; alex are like a plank of wood so dull! # loveisland # boring # dull,"anger,disgust,pessimism,sadness",sadness
easiest subversive way to # bully someone in the workplace or any relationship still sits at ignoring their questions or comments or answers,,anger
"i can't stop shaking my head. people are bullied everywhere, everyday, and it doesn't matter which race, gender or whatever they have.","anger,disgust,fear,sadness",anger
@ fitbitsupport i lost my fitbit and i can't find it. # help # desperate # makesnosense # : pouting _ face :,"anger,disgust,sadness",sadness
and fuck you if you get offended. i feel like,"anger,disgust",anger
@ mmatches100 your limited palettes are hecking gorgeous im just staring endlessly at this in awe while tears run down my face,"joy,optimism,sadness",joy
@ dailytelegraph maybe this was a test... to see if 100 % of readers need interpreters - apparently they do # offended # rude # disgusted,"anger,disgust",anger
are you # depressed? there is # hope. keep going # forward and don't give up. there's always a reason to keep going - find it,"optimism,sadness",optimism
i just love being married to someone who knows everything. : unamused _ face : # married # whatever # annoyed,"anger,disgust,joy,love,sadness",anger
new music friday : first single off the next project. # untitled # mattrod # hiphop # boston # hartford # animosity # thesemycities,"anticipation,joy,optimism",
"i just burst into tears bc a friend told another friend he would help him studying, he was so kind and wtf is wrong with me","fear,sadness",sadness
i keep asking myself why i'm constantly drawing teo w a frown but then i just remember what's going on and i immediately understand,"anticipation,optimism",
"my head is anointed, my cup runneth over don't pour from an empty cup # delight # love # joy","joy,love,optimism",joy
"' manchester united lose out on another real madrid target as james...'only joking, and you went and burst a blood vessel for nothing. : winking _ face : : face _ with _ tears _ of _ joy :","anger,anticipation,disgust,joy",anger
# goals'too many of us are not living our dreams because we are living our # fears.'- - les brown # success,"anticipation,fear,optimism",optimism
"we all think about it, some more than others # death # sad # depressed # suicide","pessimism,sadness",sadness
"unrelated : when i see the words, i think of that south park episode of randy's obsession with the food network. : grinning _ face _ with _ big _ eyes :","joy,surprise",joy
getting an unexpected phone call that instantly cheers you up & amp ; makes you smile! : ) # week12 # itsthelittlethings # smiles,"joy,love,optimism",joy
@ bbcnews @ theresa _ may'i'm dismayed at the uk decision to pull out of the eu and i've urged may to rejoin'- european leaders : winking _ face :,anger,sadness
this weather is appalling but at the same time i'm glad it's not boiling anymore,"joy,optimism",
@ markiplier this is,,joy
there's really # notime to wait on the approval of someone who lives their life in # bitterness and # negativity # nothanks # imgood,"anger,disgust,pessimism,sadness",
@ chrissyteigen that's a great book. it will terrify you.,"anticipation,fear,love,trust",
@ garimagupta1508 @ sheroesindia missing it! look forward to seeing you all in # bangalore soon : grinning _ face :,"anticipation,joy,love,optimism",joy
so good to see @ richie _ porte smiling and feeling positive from his hospital bed on # sbstdf tonight. get well soon!!,"anticipation,joy,love,optimism,trust",joy
@ idktaehyng the possibilities terrify me,fear,fear
@ zelo96 that's right! keep laughing and always smile : slightly _ smiling _ face : : upsidedown _ face : : winking _ face : now wat the heck was deleted i just woke up : winking _ face : : smirking _ face :,"joy,love,optimism",joy
who knew magnus bane with teary eyes and trembling lips would be my downfall,"pessimism,sadness",sadness
thing is... it's hard to be sober,"disgust,pessimism,sadness",sadness
what a tiring day : anguished _ face :,sadness,sadness
living downtown for the first time while # tiff is happening. schedule is out today! # excitement # thechildrenact # stanleytucci # emmathompson,"joy,optimism",joy
@ chipotletweets never a good experience at 919 e fort ave location. i never learn because i love chipotle # terrible # badservice,"anger,disgust",anger
@ 13reasonswhy the little details in life can build up to things that could affect you negatively and eventually make unhappy and lonely.,"pessimism,sadness",sadness
@ lifevantage @ missbeccaclark you should make this for us! # yummy,"joy,optimism,trust",joy
@ imaster78 @ ll _ dannym7 _ ll @ tomgorianxvii @ stsf1 _ racing i didn't say it because you left the party and game in a huff,sadness,anger
tue blues,,
@ justicemalala the guptas is the middle man from hell... men with cigars sitting and plotting in the dark of night,"anger,disgust",anger
supportive friend : grinning _ face _ with _ smiling _ eyes :,"joy,love,optimism",joy
no man read the traffic properly!!! @ kfmza @ kfmradio @ carlwastie # westuckinthismess # pleasereaditagain,"anger,disgust,pessimism,sadness",disgust
hate mail... gotta love it! # hate # writerslife # justsaying # begin # start # lovemylife # positivevibes,"anger,joy,optimism",anger
but then again a smile is always a good'frosting on the cake'for personal grudges,"joy,love,optimism",optimism
@ reonpirray what about their ball skills. they back themselves. sicily has been tremendous down back,,joy
the best kind of self harm is through the mind # depression,"pessimism,sadness",sadness
"“ when i get sad, i stop being sad and be awesome instead. ” ― barney stinson","anticipation,joy,optimism,sadness,trust",joy
remember when you were a kid and you flipped up the bottom of your shirt to make a pouch and put snacks in there? # times # snacks,joy,
"thankful for... job, healthy, sober, happy as hell about things... still have a panic attacks every time i put my sunglasses on.","fear,joy",
"williams lake on evacuation alert as fires rage near the city of 10, 000 +. developments from overnight + forecast - 5am @ globalbcmorning","fear,sadness,surprise",fear
this is true horror anime this one,fear,fear
@ pearljam yes!!! love it!!! : revolving _ hearts : : revolving _ hearts : : revolving _ hearts : : musical _ notes : : musical _ notes : : musical _ notes : : movie _ camera : : baseball : : baseball : : baseball : : clapping _ hands : : clapping _ hands : : clapping _ hands : # thankyou # awesomeness,"joy,love,optimism",joy
@ ani _ news wot an insult.,"anger,disgust",anger
the enjoyment of seeing the same thing your ex did to you happen to them! # karma # : face _ with _ tears _ of _ joy : # whatgoesaroundcomesaround,"joy,optimism",joy
i've been wanting to do a shoot at the waterfall but after i saw a snake at the river i'm scared now : slightly _ frowning _ face :,fear,fear
"@ expuella oh god, bend and snap. i just realized i haven't watched that movie in at least two years. xd","joy,optimism",
@ wxladyfelicia @ wptv @ fox29wflx @ cityofboynton that's a horrible picture cause it makes me jealous i am not there.,"anger,pessimism,sadness",anger
poetry of love : red _ heart : #. i love you from my heart # i love you from my soul # i love you real # you are in my all things what can i do i'm shy oo,"joy,love",joy
i always wake up before my alarm goes off : face _ with _ rolling _ eyes :,"joy,optimism",
omg the mother and daughter in # wanteddownunder are unbearable! # miserable # dull # ungrateful i'd move with the dad no worries! : rolling _ on _ the _ floor _ laughing : : rolling _ on _ the _ floor _ laughing :,"anger,disgust,sadness",sadness
ditched : anguished _ face :,"anger,disgust,sadness",sadness
when you dread going to work early in the morning but you always come back home happy & amp ; smiling : two _ hearts : # goodday : smiling _ face _ with _ sunglasses :,"joy,love,optimism",joy
@ 11kirsty11 it's grim : squinting _ face _ with _ tongue :,"disgust,sadness",sadness
@ itsjordansroom good morning to you too young lady hope your tuesday's terrific,"joy,love,optimism",joy
bro it deadass suck when you try your best to make one person happy and end up letting everyone down # disappointment,"anger,disgust,pessimism,sadness",sadness
# being a # terrible # mother makes me uncomfortable.,"fear,sadness",
today is a'stay on bed'day. so snuggling up with casey. i couldn't sleep last night. # panicatracks,fear,fear
"“ i am very sad and i feel more miserable than i can say, and i do not know how far i ’ ve come. i do not know what to do or what to think. ”","pessimism,sadness",sadness
@ senfeinstein @ senatordurbin @ senfranken will @ gop donors like @ hobbylobby be prosecuted by fbi dir for known # materialsupport,,anger
@ nestle what has happened to my frosted shreddies? they don't taste frosted any more? # yuk # needtoswitch,"anger,disgust,sadness",disgust
not happy with the jersey city exchange store. they do not have iced decaf coffee. have to pay more for an americano. # unhappy @ starbucks,"anger,disgust,sadness",anger
some days are better than others! : smiling _ face : # life # days # differentisbetter # different # happiness # tired # poorly # sick # hurt # pain # health,"joy,sadness",
i never dread.... i'm dreading : persevering _ face : : astonished _ face : : thumbs _ down :,fear,fear
it must be a miserable existence spending every breath looking for something to be offended by.,pessimism,sadness
remember what god says about you is most important # food # smoothie # yummy # melita,"joy,optimism",joy
@ doubleeph happy man.,joy,joy
@ ithika loving it! : face _ with _ tears _ of _ joy :,"joy,love",joy
@ bbcbristolsport so proud of city... 2 bristol boys scoring and a great performance... where's the cider # otib,"joy,love,optimism,surprise",joy
gettin # offended is lame,"anger,disgust",anger
may god grant us the ability to see his unfailing love fill the earth : globe _ showing _ asiaaustralia : # psalm33 : 5 # awe,"love,optimism",joy
@ loganpaul hii logan! : smiling _ face _ with _ hearteyes : new maverick here!!! : d recently i've been watching your vlogs and i'm soo into it. : ),"anticipation,joy,optimism",joy
and now i got tickets to hamlet # yay # happy # londontheatre,"joy,optimism",joy
@ lovelace0 3. home alone 4. fast and furious,joy,anger
5hrs sleep : grinning _ face _ with _ sweat :,"joy,optimism,sadness",joy
@ sylvesterturner @ houstonmatters with all the other stuff going on in houston # crime you spend your time bullying the homeless # wonderful,"anger,disgust",
"@ danminkin1 @ bocefied well, there'd be less evil laughter and more swearing","anger,joy,optimism",
my # dark heart is filled with glee whenever i hear # thunder.,"joy,pessimism,sadness",joy
where did i go wrong? i lost a friend somewhere along in the bitterness —,"disgust,pessimism,sadness",sadness
# amarnathterrorattack muslims are killing everywhere syria iraq palestine everyday beyond they say that islam is terrorism shame on you,"anger,disgust,fear",anger
@ tomloy247 @ 247sports so depressing.. started out so strong.. need to win some games and get back on track,sadness,sadness
"we lost : st. louis, 2011 week 10, 13 - 12 @ browns # satisfied # gobrowns. : (","anticipation,disgust,sadness",
@ bbcdoctorwho gliese 581d # smile,joy,joy
@ stephdavis77 your parents should get you help not enable you & amp ; you shouldn't drink when pregnant it can kill the baby! # horrid,"anger,disgust,fear",fear
nigga you thought you was gone play me! : rolling _ on _ the _ floor _ laughing :,"anger,disgust,joy,pessimism,surprise",joy
"after all of the disney animated films are remade in live action, will they just reanimate them again?","anticipation,optimism",
"1 samuel 18 : 15 and when # saul saw that he had great # success, he stood in # fearful # awe of him.","fear,joy",
hey andy van dyke thanks for the recent follow! happy to connect : ) look forward to your next interesting posts.,"joy,optimism",joy
"also, been kind of silent on s11 of the x - files because i am terrified that cc is going to screw it up! actually i know he will... # dreading","anger,disgust,fear",fear
if we're mutuals don't hesitate to kit fisto's lightsaber ; ),,optimism
when austin lets u take a rest day # tears # happy # crying # amazing # bestdayever # kindasad # cantfeelmyarms # actuallydieing,"joy,sadness",joy
"some people take being called a'b * * * *, p * * * *'as an insult, some take it as motivation.","anger,disgust,optimism",anger
im hard to understand because my personality is so energetic and joyful but my mind often times wanders into the darkest places,"anticipation,joy,optimism,pessimism,trust",optimism
"@ chikagaiheichou carla took eren over to a bench so he could sit down again, sensing his weariness she thought it would be best if he »",trust,
so who actually leaked the info on jr. meeting with russian lawyer? putin? was he angry w trump?,"anger,anticipation,fear,surprise",anger
@ leahremini these stories are so # heartbreaking # scientologytheaftermath please continue to bring # truth to the surface. ur helping humanity,"optimism,sadness",sadness
@ skynewsaust oh for four years these panelists were the lnp cheer squad hypocrites,"anger,disgust,surprise",anger
@ theviberide great workout this morning alongside @ emily _ gagnon thx # courtney my legs are still,"joy,optimism",joy
why my head still hurting??? : loudly _ crying _ face :,"anger,disgust,sadness",sadness
look at the bright side. coaches don't get to do commentary.,"joy,optimism",
@ m00nlightjules happy birthday mamon!!! : grinning _ face _ with _ smiling _ eyes :,"joy,love,surprise",joy
"@ politicsnewz hmm where is the outrage from the wh! oh yeah, wrong nationality!","anger,disgust",anger
@ craigwoods _ uk i've run out : pouting _ face :,"anger,disgust,sadness",anger
' too often we give children answers to remember rather than problems to solve'roger lewin terrific : ) tuesday,"joy,optimism",
